,G,Y,m
Tgu-Mir-29-P1b-v1,0,1,0
Cpo-Mir-361-v2,1,1,1
Xtr-Mir-122,0,0,0
Cpi-Mir-218-P2,0,0,0
Sha-Mir-7371-o26,0,1,1
Cpi-Mir-142-P1-v4,0,0,0
Mmu-Mir-126-P2-v2,0,1,0
Hsa-Mir-430-P9a,0,0,0
Mal-Mir-734,1,1,0
Cin-Mir-219,0,0,1
Loc-Mir-17-P2c,0,1,0
Lgi-Mir-22-P1,0,0,0
Cpo-Mir-124-P1-v1,0,1,0
Gja-Mir-203-v1,0,0,0
Obi-Novel-64-v2,0,1,0
Dno-Mir-430-P3,1,1,0
Dme-Mir-303,0,1,0
Loc-Mir-34-P1,1,1,0
Ocu-Mir-124-P3-v2,0,1,0
Dno-Mir-154-P12,1,0,0
Aca-Let-7-P2c2,0,1,1
Pbv-Let-7-P2a4,0,1,0
Cli-Mir-460-P1,1,1,0
Gmo-Mir-133-P1-v1,0,1,0
Oan-Mir-191,0,0,0
Cpo-Mir-185,0,0,0
Hme-Mir-278,1,1,0
Xtr-Mir-143,0,1,0
Mmu-Mir-673,0,1,0
Dan-Mir-96-P3,0,1,0
Pbv-Mir-137-P1-v1,1,1,0
Obi-Mir-10-P3,1,0,0
Mml-Mir-181-P1c,0,0,0
Xla-Mir-129-P2d,1,0,0
Sha-Mir-7394-P3,0,1,0
Aae-Mir-2-P8,0,0,1
Oan-Mir-1329-v2,0,1,0
Bta-Mir-133-P3-v2,0,1,0
Bla-Mir-4872-P26c,0,0,0
Pbv-Mir-147-v2,0,0,1
Sto-Mir-133-P4-v1,0,1,0
Ebu-Mir-30-P1e,0,1,0
Aae-Let-7,1,1,0
Hsa-Mir-29-P2d,0,1,0
Gja-Mir-135-P4,0,0,0
Gja-Mir-9-P4,0,0,0
Ebu-Mir-4545-P2,1,1,0
Mal-Mir-148-P2,1,1,0
Dmo-Mir-67-v1,0,1,0
Efe-Mir-71-P2,0,1,0
Pbv-Mir-9-P3,0,0,0
Loc-Mir-181-P2c,0,0,0
Dpu-Mir-153,0,1,0
Tni-Mir-22-P1b1,0,0,0
Oan-Mir-155,0,1,0
Cgi-Mir-96-P2m,0,1,0
Tgu-Mir-7-P4,0,1,0
Gmo-Mir-133-P1-v2,0,1,0
Oan-Mir-181-P2b,0,1,0
Rno-Mir-17-P1a,0,0,0
Pmi-Mir-2006,0,0,0
Cel-Mir-193-P2-v1,1,1,0
Ocu-Mir-199-P2-v3,0,1,0
Dya-Mir-967,1,1,0
Hsa-Mir-34-P2b,0,0,0
Asu-Mir-10-P2o6,0,1,0
Aca-Mir-551-P2,1,0,0
Lch-Mir-1-P1,0,1,0
Rno-Mir-199-P2-v2,1,1,0
Pma-Mir-315,0,1,0
Tca-Mir-210-v2,0,1,0
Cpo-Mir-19-P2c,0,1,0
Dme-Mir-96-P2,0,0,0
Xla-Mir-34-P2b2b,0,0,0
Mun-Mir-23-P2,0,0,0
Cpo-Mir-12078,1,0,0
Tgu-Mir-17-P2a,0,0,0
Cfa-Mir-92-P1c,1,1,0
Gmo-Mir-722-P2-v2,0,1,0
Tca-Mir-3-P8,0,1,0
Cgi-Mir-96-P2l,0,0,0
Tgu-Mir-1467,0,1,0
Csc-Mir-190-P19,0,0,0
Ami-Mir-210,0,1,0
Lch-Mir-17-P1a,0,0,0
Cin-Mir-10-P3,0,0,0
Aca-Mir-24-P3,0,1,0
Esc-Novel-43-v1,0,1,1
Cpo-Mir-95-P4,0,1,0
Oan-Mir-1421-P30,0,0,0
Bla-Mir-29-P2,0,1,0
Mal-Mir-96-P1a,1,1,0
Efe-Mir-10-P2i,0,0,0
Xla-Mir-1788-P1,0,1,0
Gga-Mir-153-P1,1,1,0
Asu-Mir-1175,1,1,0
Bta-Mir-217-v1,0,1,0
Cli-Mir-7-P1,0,1,0
Cpi-Mir-128-P1,0,1,0
Tgu-Mir-15-P1c,0,1,0
Aca-Mir-130-P4a,1,1,0
Aae-Mir-216-P2,0,1,0
Cin-Mir-4013-P1,1,1,1
Pfl-Mir-4830-P5,0,1,0
Cli-Mir-199-P1-v3,0,1,0
Ocu-Mir-499,1,0,0
Tca-Mir-11618-P2,0,1,0
Dre-Mir-196-P1b,0,1,1
Sha-Novel-12,0,1,0
Hsa-Mir-374-P1,0,1,0
Tni-Mir-7132-P1,0,1,0
Sha-Mir-26-P1,1,1,0
Pbv-Mir-430-o39,1,1,0
Cbr-Mir-70,1,1,1
Cpo-Mir-12076,0,1,0
Loc-Mir-144-v1,0,1,0
Mun-Mir-26-P1,1,1,0
Xtr-Mir-430-o5l3,1,0,1
Bta-Mir-204-P2,1,0,0
Mal-Mir-338-P2a,0,1,0
Gmo-Mir-10-P3d2,0,0,0
Dya-Mir-956-v2,0,1,1
Bge-Mir-279-o39,0,1,0
Dre-Mir-219-P3a,0,0,0
Oan-Mir-27-P3,1,1,0
Aca-Mir-1-P2,0,1,0
Mun-Mir-383,1,1,0
Cpo-Mir-330-v1,1,1,1
Tni-Mir-148-P2,1,1,0
Cbr-Mir-54-P1a,1,1,0
Dan-Mir-2-P6b,0,1,0
Cfa-Mir-142-P1-v2,0,0,0
Mun-Mir-34-P3d,0,0,0
Mun-Mir-29-P1b,0,1,0
Gja-Mir-1397,1,0,0
Xtr-Mir-430-o5a18,1,0,1
Dan-Mir-8,0,1,0
Cel-Mir-52-P1,0,1,0
Mml-Mir-504-v2,0,0,0
Cfa-Mir-154-P12,1,0,0
Mml-Mir-6529,1,1,0
Mml-Mir-33-P3,1,1,0
Cmi-Mir-9-P1,0,0,0
Asu-Mir-29-P2,0,1,0
Mml-Mir-124-P1-v2,0,1,0
Cel-Mir-1832-P2,0,0,0
Mmu-Mir-3066,1,1,0
Gga-Mir-29-P2b,0,1,0
Mmu-Mir-506-P25,0,0,0
Sko-Mir-34,0,0,0
Gmo-Novel-3,0,0,0
Gmo-Let-7-P2c3,0,1,0
Cin-Mir-1497,1,1,0
Aca-Mir-96-P2,1,1,0
Cfa-Mir-574,0,1,0
Cli-Mir-9622,1,1,0
Spt-Mir-15-P2c,0,1,0
Xla-Novel-5-P2,1,1,0
Dme-Mir-985,0,1,0
Dme-Mir-1003,0,1,1
Tgu-Mir-138-P2,1,0,0
Cpo-Mir-96-P3-v2,0,0,0
Mmu-Mir-7211,1,1,0
Sto-Mir-153-P2,1,1,0
Dre-Mir-10-P2d1,0,1,0
Cel-Mir-375,0,1,0
Sto-Mir-135-P1,0,0,0
Oan-Mir-1422-P16,1,0,1
Dmo-Novel-5-P5,0,1,0
Pbv-Let-7-P2a3,0,1,0
Sha-Mir-7303-P1-v2,0,1,0
Dya-Mir-305,0,1,0
Pbv-Mir-196-P3,0,0,0
Lpo-Mir-76-P4,1,1,0
Pma-Mir-30-P1o3a,1,1,0
Gmo-Mir-460-P2,0,1,0
Hsa-Mir-362-P3,0,0,1
Efe-Mir-137-P8,1,1,0
Ocu-Mir-362-P4,0,0,1
Mal-Mir-9-P1b,0,0,0
Cin-Mir-124-P7,0,1,0
Lpo-Mir-10-P1o-v2,0,0,0
Bta-Mir-142-P1-v2,0,0,0
Sme-Bantam-P20,0,1,0
Dya-Mir-978,0,0,0
Xla-Mir-143-P2,0,1,0
Bfl-Mir-133-v2,0,1,0
Bge-Mir-153-P17,0,1,0
Dsi-Mir-252-P2-v2,0,1,0
Dno-Mir-223,1,1,0
Loc-Mir-218-P4,0,1,0
Bta-Mir-15-P1a,1,1,0
Sha-Mir-92-P2c,0,0,0
Cli-Mir-146-P2,0,0,0
Cfa-Mir-17-P4d,0,0,0
Bge-Mir-929-v2,0,1,0
Mal-Mir-214-P1-v2,1,1,0
Rno-Mir-506-P14,0,1,0
Spt-Mir-10-P2d,0,1,0
Xla-Mir-214-P3-v2,1,1,0
Sha-Mir-7-P2,0,1,0
Rno-Mir-362-P3,0,0,1
Cbr-Mir-10-P3n,1,1,0
Gmo-Let-7-P2a4b,0,1,0
Rno-Mir-15-P2b,0,0,0
Hsa-Mir-337-v1,0,1,0
Bla-Mir-193-P1e,0,1,0
Ami-Mir-142-P2-v1,0,0,0
Efe-Mir-2000-P1,0,0,0
Xtr-Mir-8-P3a,0,1,0
Dsi-Mir-2-P9-v2,0,1,0
Cmi-Mir-124-P3-v1,0,1,0
Mmu-Mir-126-P2-v1,0,1,0
Isc-Mir-2-P4,0,1,0
Hme-Mir-2767,0,0,0
Ete-Mir-203-v1,0,0,0
Mdo-Mir-7371-P34,0,0,0
Gmo-Mir-101-P1-v2,1,0,0
Mdo-Mir-140-P1-v1,0,0,0
Pfl-Mir-96-P2,0,0,0
Aca-Mir-21,1,1,0
Dya-Mir-29-P1,0,1,0
Bfl-Mir-4891,1,1,0
Mal-Mir-205-P4a,0,0,0
Cpi-Mir-146-P1,0,1,0
Sha-Mir-7373-o5,0,0,0
Cmi-Mir-8-P1a,0,1,0
Esc-Novel-22-v1,0,1,0
Asu-Mir-279-o27,0,1,0
Npo-Mir-278,0,1,0
Hsa-Mir-3174,1,0,0
Dma-Mir-9-o16,0,0,0
Spt-Mir-15-P2a,0,1,0
Hvu-Novel-6,0,1,0
Tca-Mir-11617-P4,0,1,0
Lpo-Mir-219-P23,0,0,0
Cfa-Mir-126-P2-v2,0,1,0
Hsa-Mir-29-P1d-v1,0,1,0
Mdo-Mir-1544-P2f,0,1,0
Ebu-Mir-218-P5,0,1,0
Xtr-Mir-430-o5l4,1,0,1
Hsa-Mir-128-P2,0,1,0
Cpo-Mir-154-P3a-v2,0,0,1
Mmu-Let-7-P2a2,0,1,0
Tca-Mir-3841,1,1,0
Tgu-Mir-122,0,0,0
Tni-Let-7-P2b2a,0,1,0
Mml-Mir-26-P2,1,1,0
Mun-Mir-10-P3c,0,0,0
Dno-Mir-154-P20-v2,1,0,0
Mml-Mir-148-P3,1,1,0
Sha-Mir-7398-o10,1,1,0
Hsa-Mir-430-P31a,1,0,0
Cfa-Mir-1249,0,0,0
Mdo-Mir-7398-P3,1,1,0
Cfa-Mir-154-P3a-v1,1,1,0
Obi-Mir-216-P2j,0,1,0
Pma-Mir-199-o2-v1,0,0,0
Dya-Mir-1010,1,1,0
Dan-Mir-955,1,1,0
Cpi-Mir-15-P1b,1,1,0
Dre-Mir-130-P4a1,1,1,0
Mmu-Mir-146-P1,0,0,1
Dre-Mir-19-P1a1,0,1,0
Obi-Novel-91,0,1,0
Tgu-Mir-203-v1,0,0,0
Hsa-Mir-137-P1-v1,1,1,0
Xtr-Mir-430-o5c12,1,0,1
Efe-Mir-1995-P1,0,0,1
Mun-Mir-456,1,1,0
Lpo-Mir-33-P14,1,1,0
Lch-Mir-24-P3,0,1,0
Sme-Mir-2159,1,0,0
Pfl-Mir-4818-P6,0,1,1
Mal-Mir-199-P2a-v3,0,1,0
Esc-Novel-26,0,1,0
Xtr-Mir-430-o5a4,1,0,1
Sko-Mir-96-P2,0,0,0
Oan-Mir-30-P2a,1,1,0
Xla-Mir-133-P2c-v2,0,1,0
Xtr-Mir-430-o7,1,1,1
Cfa-Novel-10,0,1,0
Bta-Mir-190-P1,0,0,0
Bfl-Mir-4876-P2,0,1,0
Oan-Mir-1397,1,0,0
Gga-Mir-1551,0,1,0
Rno-Mir-504-v2,0,0,1
Bge-Novel-2-P2,0,0,0
Gga-Mir-101-P2-v1,1,1,0
Ete-Mir-6715,1,1,0
Hme-Mir-988,0,1,0
Dya-Mir-96-P3,0,1,0
Dno-Mir-92-P2a,1,0,1
Dya-Mir-9681,0,1,1
Hsa-Mir-337-v2,1,1,0
Mml-Mir-10-P1b-v1,0,0,0
Spt-Mir-92-P2c,0,0,0
Gmo-Mir-144-v2,0,1,0
Tni-Mir-1388,0,0,0
Efe-Mir-193-P1n,0,1,1
Bta-Mir-154-P19,1,0,0
Xbo-Mir-252-P2h,0,1,1
Pma-Mir-184,0,1,0
Sto-Mir-96-P2,1,1,0
Efe-Mir-2-o44,1,1,0
Tca-Mir-3-P9a,0,1,0
Sha-Mir-7371-o15,1,0,0
Xla-Mir-146-P2a,0,0,0
Sha-Mir-29-P2b,0,1,0
Sha-Mir-7303-P2,0,1,0
Cte-Mir-33,1,1,0
Rno-Mir-150,0,1,0
Bla-Novel-6-P2a,0,1,0
Aae-Mir-306,0,0,0
Mmu-Mir-199-P1-v1,0,0,0
Lch-Mir-135-P1,0,0,0
Rno-Mir-433,1,0,0
Cpi-Mir-137-P1-v2,0,1,0
Mal-Mir-199-P1b-v3,0,1,0
Mun-Mir-199-P1-v3,0,1,0
Cmi-Mir-145,1,0,0
Ami-Mir-17-P4d,0,1,0
Isc-Mir-277,1,1,0
Sha-Mir-430-P3,1,1,0
Dme-Mir-10-P3,0,0,0
Gmo-Mir-17-P2c,0,0,0
Gga-Mir-219-P2,0,0,0
Hsa-Mir-184,0,1,0
Mal-Mir-142-P2-v3,1,1,0
Pbv-Mir-875,0,1,0
Pbv-Mir-23-P3,0,0,0
Lpo-Mir-76-P7,1,1,0
Hme-Novel-5-P2,0,1,0
Hvu-Mir-3012,0,1,1
Cel-Let-7-P7,0,0,0
Cgi-Mir-67-P6,0,1,1
Cpo-Mir-12080,0,0,0
Xla-Mir-1-P3a,0,1,0
Sko-Mir-33,1,1,0
Bge-Mir-96-P2,0,0,0
Pma-Mir-130-P1o2,1,1,0
Mun-Let-7-P2a2,0,1,0
Sha-Mir-425,0,1,0
Hsa-Mir-139,0,1,0
Aca-Mir-214-v1,0,0,0
Cfa-Mir-154-P22,1,0,0
Mml-Mir-216-P2b,0,1,0
Cpi-Mir-1677-P1a2,0,1,0
Hsa-Mir-1298,0,1,0
Cte-Mir-184-P16,0,1,0
Gga-Mir-383-v2,1,1,0
Pbv-Let-7-P2c3,0,1,0
Xla-Mir-19-P2c3,0,1,0
Mdo-Mir-1540,1,0,0
Cli-Mir-138-P2,1,0,0
Dme-Mir-29-P2h,1,1,0
Cin-Mir-4062-P1,1,1,1
Lpo-Mir-277-P15,1,1,0
Bge-Mir-277,1,1,0
Mml-Mir-3173,1,0,0
Cfa-Mir-340,0,1,0
Dre-Mir-8-P3b,0,1,0
Xtr-Mir-430-o5k12,1,0,1
Pmi-Mir-31-P5a,0,0,0
Cfa-Mir-221-P2a,0,0,0
Bta-Mir-103-P2,0,0,0
Cmi-Mir-2188,1,0,0
Mdo-Mir-128-P1,0,1,0
Mml-Mir-154-P23,0,1,0
Ocu-Mir-378,0,0,0
Cpo-Mir-134,0,1,0
Cmi-Mir-15-P1a,0,1,0
Sha-Mir-7246,1,0,0
Aca-Mir-101-P1-v1,1,1,0
Pbv-Mir-96-P1,1,1,0
Cel-Mir-2953,0,1,1
Oan-Mir-34-P2a,0,0,0
Cfa-Mir-430-P7d1,1,0,0
Ovu-Mir-12,0,0,0
Bta-Mir-188-P1,0,1,0
Spt-Mir-1397,1,0,0
Xla-Novel-17,0,1,0
Cpo-Mir-506-P2c,1,0,0
Oan-Mir-430-P54,1,0,1
Mdo-Mir-7398-P20,1,1,0
Sha-Mir-7371-o1,0,0,0
Aqu-Mir-2020,0,1,0
Sha-Mir-181-P1c,0,0,0
Dmo-Novel-7-P3,1,1,1
Xla-Mir-193-P1a3,0,0,1
Bla-Let-7-P4,0,1,0
Ami-Mir-1-P3,0,1,0
Dno-Mir-506-P7f,0,1,0
Tgu-Mir-26-P4,1,1,0
Ocu-Mir-34-P1,1,1,0
Cbr-Mir-36-o17,0,1,0
Lgi-Novel-2,1,0,0
Cpo-Mir-376-P4,0,0,0
Bla-Mir-22-o3c1,0,1,0
Efe-Mir-2-o47,1,1,0
Aca-Mir-199-P3-v2,1,1,0
Sha-Mir-1805,0,1,0
Gmo-Mir-9-P4a,0,0,0
Tni-Let-7-P1b2,0,1,0
Lch-Mir-208-P2,0,0,0
Cli-Mir-10-P1c-v2,0,1,0
Mmu-Mir-362-P4,0,0,1
Bta-Mir-205-P4,0,0,0
Dma-Mir-22-P2,0,0,0
Ami-Mir-7-P3,0,0,0
Cbr-Mir-357-P2,0,0,0
Cmi-Mir-17-P1d,1,1,0
Hsa-Mir-218-P2,0,0,0
Cfa-Mir-34-P3c,0,1,0
Cmi-Mir-214-v2,1,1,0
Hsa-Mir-203-v1,0,0,0
Csc-Mir-12,0,1,0
Ocu-Mir-430-P3,1,1,0
Cpi-Mir-218-P4,0,0,0
Ete-Mir-1251,1,1,0
Cmi-Mir-130-P1a,1,1,0
Xbo-Mir-153,1,1,0
Dya-Mir-92-P6a,1,1,0
Sha-Mir-499,1,0,0
Pbv-Mir-15-P2b,1,1,0
Cmi-Mir-2184-v2,1,1,0
Rno-Mir-10-P3c,0,0,0
Dre-Mir-430-o3a3,0,1,1
Oan-Mir-124-P1-v2,0,1,0
Gga-Mir-34-P2b,0,0,0
Mmu-Mir-196-P4,0,1,0
Bta-Mir-23-P2,0,0,0
Tgu-Mir-30-P1b,1,1,0
Hme-Novel-5-P3b,0,1,0
Oan-Mir-92-P2d,1,1,0
Ebu-Mir-96-P1e,1,1,0
Dan-Mir-92-P7,1,1,1
Ebu-Mir-30-P1f,1,1,0
Mml-Mir-433,1,0,0
Ocu-Mir-9851,1,1,0
Bla-Mir-22-o1b,0,1,0
Spt-Mir-1-P1,0,1,0
Cli-Mir-1329-v2,0,1,0
Cin-Mir-4018-P1,0,0,0
Dno-Mir-140-P1-v2,0,1,0
Dmo-Mir-316,1,0,0
Ete-Mir-135-P2,0,0,0
Spt-Mir-221-P1a,0,0,1
Ovu-Novel-72,1,1,0
Cin-Mir-4014-P1,0,1,0
Rno-Mir-130-P2a,1,1,0
Mal-Mir-34-P1,1,1,0
Lgi-Mir-67,0,1,0
Cfa-Mir-124-P3-v1,0,1,0
Ovu-Novel-25-v2,1,0,0
Rno-Mir-504-v1,0,0,1
Rno-Let-7-P1b,0,1,0
Xbo-Mir-22-o1e,1,1,0
Lch-Mir-10-P2c,0,1,0
Cpi-Mir-194-P1,0,1,0
Rno-Mir-328,0,1,0
Mun-Mir-153-P2,1,1,0
Pbv-Mir-96-P3-v2,0,0,0
Dme-Mir-10-P4,0,0,0
Xla-Mir-181-P1b3,0,0,0
Aca-Mir-5435,0,1,0
Mml-Mir-24-P2,0,1,0
Tgu-Mir-1720,0,0,0
Lpo-Mir-133-P14,0,1,0
Hsa-Mir-362-P1,0,0,1
Lan-Mir-10-P1h,0,1,0
Dre-Mir-30-P2b,1,1,1
Loc-Mir-190-P1,0,0,0
Loc-Mir-96-P3-v1,1,1,0
Dre-Mir-430-o2a3,1,0,0
Pbv-Mir-22-P1b,0,0,0
Sha-Mir-7247,0,1,0
Loc-Mir-33-P3,1,1,0
Dno-Mir-154-P32,1,0,0
Bfl-Mir-10-P2-v1,0,1,0
Xla-Novel-3-P1,1,1,0
Sko-Mir-2008-v2,0,0,0
Bla-Mir-10-P1-v2,0,1,0
Xla-Mir-489-P2-v2,1,1,0
Cbr-Mir-789,1,1,1
Cfa-Mir-615,1,1,0
Sme-Mir-184-P26,1,0,0
Mal-Mir-7-P3,0,1,0
Oan-Mir-133-P4-v2,0,1,0
Ocu-Mir-1-P1,0,1,0
Ami-Mir-383-v1,1,1,0
Sto-Mir-10-P3c,0,0,0
Gja-Mir-133-P3-v1,0,1,0
Oan-Mir-92-P2c,0,0,0
Tgu-Mir-26-P1,1,1,0
Bla-Mir-184,0,1,0
Ete-Mir-504-v1,1,0,0
Bge-Mir-3-P28a-v1,0,1,0
Mun-Mir-126-P2-v2,0,1,0
Dsi-Mir-964-v2,0,0,0
Hsa-Mir-342,1,1,0
Xla-Let-7-P2a2c,0,1,0
Ete-Mir-10-P1b-v2,0,1,0
Ete-Novel-3,1,0,0
Tgu-Mir-216-P2a,0,0,0
Gmo-Mir-2188,1,0,1
Dpu-Mir-3,1,1,0
Mdo-Mir-7373-P9c,0,0,0
Hme-Mir-34-P12,0,1,0
Dsi-Mir-317,1,1,0
Xla-Mir-128-P2d,0,1,0
Mun-Mir-142-P2,0,0,0
Pbv-Mir-375,0,1,0
Cbr-Mir-7594-P2b,0,1,0
Tgu-Mir-181-P1a,0,0,0
Mun-Mir-29-P2d,0,1,0
Tni-Mir-92-P2d,1,1,0
Ovu-Mir-190,0,0,0
Xla-Mir-551-P1b,1,0,0
Cpo-Mir-15-P1d,0,1,0
Dsi-Mir-2584,0,0,0
Oan-Mir-8-P1b,0,1,0
Loc-Mir-203-v1,0,0,0
Mmu-Mir-133-P1-v1,0,1,0
Mml-Mir-28-P1,0,1,1
Xla-Mir-30-P1d2,1,1,0
Pbv-Mir-128-P2,0,1,0
Rno-Mir-872,0,1,0
Rno-Mir-148-P1,1,1,0
Cpi-Mir-10-P3b,0,0,0
Lch-Mir-17-P2a,0,0,0
Xla-Mir-23-P3c,0,0,0
Pbv-Mir-214-v1,0,0,0
Rno-Mir-423,0,0,0
Sha-Mir-199-P2-v3,0,1,0
Gga-Mir-142-P1-v2,0,0,0
Dre-Mir-10-P3d1,0,0,0
Dno-Mir-154-P4b,0,0,0
Mun-Mir-155,0,1,0
Loc-Mir-460-P1,1,1,0
Cpo-Mir-130-P2a,1,1,0
Gja-Mir-218-P2,0,1,0
Ebu-Let-7-P2o12,0,1,1
Rno-Mir-146-P1,0,0,1
Mml-Mir-139,0,1,0
Xla-Mir-217-P3-v1,0,1,0
Pfl-Mir-4818-P4,0,1,0
Cfa-Mir-346,1,0,0
Hsa-Mir-430-P47,0,0,0
Mun-Mir-124-P2-v2,0,1,0
Spu-Mir-92-o15,0,1,0
Oan-Mir-1419-P8,1,1,0
Tgu-Mir-205-P2,1,0,0
Ocu-Mir-92-P2c,0,0,0
Dno-Mir-7-P4,0,1,0
Mal-Mir-17-P4c,0,0,0
Ami-Mir-15-P2a,0,1,0
Xla-Mir-133-P3a-v1,0,1,0
Mun-Mir-26-P4,1,1,0
Rno-Mir-133-P2-v2,0,1,0
Mml-Mir-138-P1,1,0,0
Bla-Mir-2070-P1,0,0,0
Bta-Mir-154-P24,0,0,0
Hme-Mir-10485,1,1,0
Aca-Mir-34-P3a,0,0,0
Lpo-Mir-2-P3i,0,1,0
Mal-Mir-124-P2a-v1,0,1,0
Cfa-Mir-452-v1,0,1,0
Hsa-Mir-147-v2,0,0,1
Dmo-Mir-999,0,1,0
Ete-Mir-142-P1-v4,0,0,0
Gmo-Mir-15-P2b,0,1,0
Csc-Mir-10-P1q1,0,1,1
Aae-Mir-76,1,1,0
Bpl-Mir-281,0,1,0
Ocu-Mir-1912,0,1,0
Hme-Mir-2-P3-v1,0,1,0
Pma-Mir-126-P4,0,1,0
Xtr-Mir-430-o5k9,1,0,1
Oan-Mir-1421-P21,0,1,0
Xla-Mir-725-P2,0,1,1
Tgu-Mir-23-P3,0,0,0
Dan-Novel-6,0,1,0
Ovu-Novel-29-v2,0,1,0
Cte-Mir-29-P1,0,1,0
Dre-Mir-196-P1a,0,1,0
Bta-Mir-197,0,1,0
Efe-Mir-1998-P2,1,1,0
Dpu-Mir-1175,1,1,0
Mdo-Mir-208-P2,0,0,0
Cmi-Mir-21,1,1,0
Cpo-Mir-133-P2-v1,1,1,0
Ami-Mir-10-P2b,1,1,0
Lgi-Bantam,1,1,0
Lan-Mir-190-P7,0,0,0
Sto-Mir-29-P1b,0,1,0
Aca-Mir-1720,0,0,0
Spt-Let-7-P2c2,0,1,1
Mml-Mir-584,0,0,0
Ocu-Mir-340,0,1,0
Tca-Mir-29-P2g,1,1,0
Dno-Mir-101-P2-v2,1,0,0
Rno-Mir-29-P1b-v2,0,1,0
Aae-Mir-988,0,1,1
Sto-Mir-7-P4,0,1,0
Lch-Mir-124-P2,0,1,0
Cfa-Mir-3059,0,1,0
Mmu-Mir-193-P1b,0,0,1
Mml-Novel-3,0,1,0
Hsa-Mir-10-P3b,0,0,0
Cfa-Mir-205-P4,0,0,0
Cpi-Mir-139,0,1,0
Bfl-Novel-1-P2,1,0,0
Dme-Mir-3-P3,0,1,1
Efe-Mir-1-P9,0,1,0
Cmi-Mir-130-P2a,1,1,0
Hsa-Mir-499,1,0,0
Sha-Mir-146-P1,0,0,1
Obi-Novel-20-P1,0,1,0
Gga-Mir-430-P3,1,0,0
Mal-Mir-199-P1a-v2,1,1,0
Mmu-Mir-3092,1,0,0
Cfa-Mir-184,0,1,0
Csc-Mir-2-P2o,0,1,0
Dno-Mir-28-P3,0,1,0
Hsa-Mir-506-P6a2,0,1,0
Dma-Novel-7,0,0,1
Bla-Mir-96-P2f,0,1,0
Tgu-Mir-430-P4,1,1,0
Mml-Mir-29-P2b,0,1,0
Hme-Novel-5-P3a,0,1,0
Ebu-Mir-145,0,0,0
Rno-Mir-219-P2,1,0,0
Rno-Mir-27-P2,1,1,0
Tni-Mir-96-P2b,1,1,0
Tgu-Mir-199-P2-v3,0,1,0
Oan-Mir-10-P1b-v1,0,0,0
Dno-Mir-23-P2,0,0,0
Mmu-Mir-770,0,0,0
Hsa-Mir-506-P8,1,0,0
Tni-Mir-103-P2b,0,0,0
Ami-Mir-338-P2,0,1,0
Xla-Mir-204-P1d,1,0,0
Aca-Mir-17-P2c,0,1,0
Pma-Mir-219-o1,1,0,0
Pma-Mir-551-o1,1,0,0
Sha-Mir-1540,1,0,0
Ete-Mir-506-P6f,1,1,0
Oan-Novel-8,1,1,0
Lpo-Let-7-P16,0,1,0
Spu-Mir-193-P2,1,1,0
Ete-Mir-101-P1-v2,1,0,0
Cte-Mir-277-P1,1,1,0
Rno-Mir-203-v2,1,1,0
Dre-Mir-1-P1,0,1,0
Mmu-Mir-29-P2b,0,1,0
Npo-Mir-124,0,1,0
Xtr-Mir-181-P1a,0,0,0
Dre-Mir-101-P1-v1,1,1,0
Bta-Mir-126-P2-v2,0,1,0
Bge-Mir-12,0,1,0
Ovu-Novel-39,0,1,0
Loc-Mir-24-P4,0,1,0
Tni-Mir-129-P2a,1,0,0
Cmi-Mir-31,0,1,0
Efe-Mir-33,1,1,0
Xtr-Mir-133-P1-v1,0,1,0
Hsa-Mir-194-P1,0,1,0
Dmo-Mir-92-P4,0,0,0
Cgi-Mir-124-P28,0,1,0
Ete-Mir-29-P1b-v1,0,1,0
Hsa-Mir-95-P1,0,1,0
Lch-Mir-375,0,1,0
Pma-Mir-208-P3a1-v1,1,0,0
Cfa-Mir-29-P1d-v2,0,1,0
Rno-Mir-325,1,1,0
Lpo-Mir-76-P3,1,1,0
Mmu-Mir-132-P2,1,1,0
Cfa-Mir-135-P2,0,0,0
Mdo-Let-7-P2c3,0,1,0
Sto-Mir-30-P2b,1,1,0
Ocu-Mir-590,1,1,1
Cli-Mir-551-P1,1,0,0
Hsa-Mir-430-P21,1,0,0
Cli-Mir-184,0,1,0
Xla-Mir-217-P4-v1,0,1,0
Xla-Mir-7147-P2,0,1,0
Efe-Mir-219-P8,0,0,0
Obi-Novel-51,0,0,0
Xla-Mir-460-P2d,0,1,0
Tgu-Mir-148-P4,1,1,0
Mdo-Mir-10-P1b-v2,0,1,0
Dre-Mir-199-P2a-v2,1,1,0
Ovu-Novel-12,0,1,1
Spt-Mir-551-P1,1,0,1
Mmu-Mir-374-P2,0,1,0
Cpo-Mir-192-P2,1,1,0
Mmu-Mir-24-P3,0,1,0
Xla-Mir-430-o7a,1,1,1
Bta-Mir-1271,1,0,0
Cfa-Mir-129-P2,1,0,0
Cel-Let-7-P9,0,0,1
Cfa-Mir-137-P1-v1,1,1,0
Dno-Mir-154-P2-v1,1,1,0
Mmu-Mir-425,0,1,0
Bge-Mir-3-P28b-v2,0,0,0
Sme-Mir-1175-P8,0,1,0
Tgu-Mir-2984,0,0,0
Ocu-Mir-17-P1a,0,0,0
Gmo-Mir-194-P2a,0,1,0
Cmi-Mir-17-P4d,0,0,0
Gmo-Mir-124-P1b-v1,0,1,0
Ovu-Novel-9-v2,0,0,0
Mal-Mir-145,1,0,0
Lch-Let-7-P2a4,0,1,0
